product_id,ip,url,product_name
98811,31.13.115.13,https://www.glamira.co.uk/charming-glow-5-mm.html?fbclid=IwAR0qMUDiKEd4H9KpbP0mOCZBCmX0noD7zeyX2udzM5i_UOnx_6sBfDTr8KI&alloy=white_yellow-585,Charming Glow 5 Mm
92443,176.253.47.15,https://www.glamira.co.uk/glamira-earring-peyton.html?alloy=white-585&diamond=diamond-sapphire&gclid=CjwKCAjwt-L2BRA_EiwAacX32VZKZETAk7cAoyt66dIthTqvKi0Y8c3XxPXuEBT89yyfCZ-8oNA5CBoChisQAvD_BwE,Glamira Earring Peyton
96557,103.6.151.23,https://www.glamira.sg/men-s-ring-bright-love-5-mm.html?alloy=yellow-375,Men S Ring Bright Love 5 Mm
91056,86.126.55.80,https://www.glamira.co.uk/glamira-ring-alegra-0.5-crt.html?itm_source=recommendation&itm_medium=sorting,Glamira Ring Alegra 0.5 Crt
90657,173.252.127.19,https://www.glamira.fr/bagues-femmes-gracious-pride.html?utm_campaign=webconversion&fbclid=IwAR3m8EK6IaXcHKnCn939ABx91eOF68lYvp0UD1tugztsqz4sjyaE3lnBqkA&alloy=white_yellow-585,Bagues Femmes Gracious Pride
92389,178.79.7.248,https://www.glamira.rs/glamira-ring-aldea.html?alloy=white-585&diamond=amethyst&stone2=diamond-Swarovsky,Glamira Ring Aldea
102980,88.231.25.224,https://www.glamira.com.tr/glamira-nose-pin-florka.html?alloy=white-585&diamond=diamond-Brillant,Glamira Nose Pin Florka
84871,173.252.127.25,https://www.glamira.co.nz/glamira-diamonds-ring-victoria-skug100110.html?fbclid=IwAR3iIu5XPMPtovQzvhQ3HDvYFtCX6u-8171e7yqFvpCkPIwJ7tM_axrVvto,Glamira Diamonds Ring Victoria Skug100110
104577,77.243.30.56,https://www.glamira.rs/glamira-men%27s-earring-donatien.html?alloy=white-platin&diamond=blackdiamond,Glamira Men%27S Earring Donatien
104040,173.252.127.20,https://www.glamira.sk/glamira-earring-hanzila.html?fbclid=IwAR13zHKVfcgXxeIHyrPGjS3DgVTPxvAhzjaHH9j3FlifuUl9N_R9a9DBzTQ,Glamira Earring Hanzila
97868,173.252.95.12,https://www.glamira.cz/glamira-ring-marinella.html?fbclid=IwAR0rdvQbvTcH3z_2gKnOfQD_gwp7jqK56HTenntkPz6onbwr6w33B5pEhCQ,Glamira Ring Marinella
85796,121.200.6.91,https://www.glamira.com.au/glamira-diamonds-ohrstecker-louisa-skug100735.html?alloy=white-585&diamond=diamond-sapphire&gclid=EAIaIQobChMIsKGy3_fn6QIVSA4rCh3xvQ1uEAQYASABEgIYu_D_BwE,Glamira Diamonds Ohrstecker Louisa Skug100735
110606,66.220.149.29,https://www.glamira.com.tr/glamira-ring-gilma.html?alloy=red-585&diamond=diamond-Brillant&stone2=diamond-Brillant&fbclid=IwAR29tZBnj5fwh6J_2GcIsWvydkc_IN_ujoa_6KpiZXl2sad38c7p2BZg4sY,Glamira Ring Gilma
92370,24.150.196.74,https://www.glamira.ca/glamira-ring-sadie.html?alloy=red-585&diamond=diamond-sapphire&stone2=diamond-sapphire&stone3=diamond-Swarovsky,Glamira Ring Sadie
110002,173.252.87.112,https://www.glamira.com/glamira-ring-aithen.html?stone3=diamond-sapphire&fbclid=IwAR0yDhVbNQPIULhDc6GqyG7v4taEFUQkdOrZC1B4v48AAkwaBzusEGqrSc8,Glamira Ring Aithen
101868,31.13.115.20,https://www.glamira.com.au/glamira-ring-jordana.html?fbclid=IwAR1Pp1xDuNgv5YrtIPGTla_znVoVQRp8RULRFuGqgSDxFQrIS7tyuY99ZmE,Glamira Ring Jordana
